"Total Electricity Installed Capacity 2006"
"https://www.eia.gov/beta/international/rankings/#?prodact=2-7&cy=2006&pid=2&aid=7&tl_id=7-A&tl_type=a"
"Tue Nov 06 2018 14:22:18 GMT-0700 (Mountain Standard Time)"
"Source: U.S. Energy Information Administration"
"Units: Million Kilowatts"
,Ranking,Country,Value,Percent
,1,"United States",986,23
,2,"China",627,15
,3,"Japan",278,6
,4,"Russia",221,5
,5,"India",156,4
,6,"Germany",132,3
,7,"Canada",124,3
,8,"France",116,3
,9,"Brazil",94,2
,10,"Italy",89,2
,11,"United Kingdom",84,2
,12,"Spain",81,2
,13,"Korea, South",70,2
,14,"Mexico",55,1
,15,"Ukraine",53,1
,16,"Australia",51,1
,17,"Iran",47,1
,18,"Taiwan",45,1
,19,"South Africa",43,1
,20,"Turkey",41,1
,21,"Saudi Arabia",40,1
,22,"Sweden",34,1
,23,"Poland",32,1
,24,"Indonesia",32,1
,25,"Thailand",29,1
,26,"Norway",29,1
,27,"Argentina",29,1
,28,"Malaysia",23,1
,29,"Netherlands",23,1
,30,"Venezuela",22,1
,31,"Egypt",22,1
,32,"Pakistan",20,0
,33,"Romania",19,0
,34,"Austria",19,0
,35,"Switzerland",17,0
,36,"United Arab Emirates",17,0
,37,"Czech Republic",17,0
,38,"Kazakhstan",17,0
,39,"Finland",17,0
,40,"Philippines",16,0
,41,"Belgium",16,0
,42,"Portugal",14,0
,43,"Greece",14,0
,44,"Colombia",13,0
,45,"Denmark",13,0
,46,"Vietnam",13,0
,47,"Chile",13,0
,48,"Uzbekistan",13,0
,49,"Bulgaria",12,0
,50,"Hong Kong",12,0
,51,"Israel",11,0
,52,"Kuwait",11,0
,53,"Iraq",9.7,0
,54,"Korea, North",9.5,0
,55,"Singapore",9.4,0
,56,"New Zealand",8.9,0
,57,"Hungary",8.5,0
,58,"Serbia",8.3,0
,59,"Paraguay",8.1,0
,60,"Belarus",8,0
,61,"Algeria",7.9,0
,62,"Syria",7.8,0
,63,"Slovakia",7.6,0
,64,"Nigeria",7.4,0
,65,"Peru",6.7,0
,66,"Ireland",6.4,0
,67,"Morocco",5.7,0
,68,"Azerbaijan",5.6,0
,69,"Cuba",5.6,0
,70,"Puerto Rico",5.5,0
,71,"Libya",5.4,0
,72,"Bangladesh",5.3,0
,73,"Bosnia and Herzegovina",4.8,0
,74,"Lithuania",4.6,0
,75,"Tajikistan",4.4,0
,76,"Georgia",4.2,0
,77,"Ecuador",4.1,0
,78,"Croatia",3.9,0
,79,"Kyrgyzstan",3.7,0
,80,"Tunisia",3.3,0
,81,"Oman",3.3,0
,82,"Dominican Republic",3.2,0
,83,"Armenia",3.2,0
,84,"Slovenia",3,0
,85,"Qatar",3,0
,86,"Turkmenistan",2.9,0
,87,"Bahrain",2.8,0
,88,"Estonia",2.6,0
,89,"Sri Lanka",2.5,0
,90,"Congo (Kinshasa)",2.4,0
,91,"Guatemala",2.4,0
,92,"Mozambique",2.4,0
,93,"Lebanon",2.3,0
,94,"Uruguay",2.3,0
,95,"Latvia",2.2,0
,96,"Costa Rica",2.1,0
,97,"Jordan",2.1,0
,98,"Zimbabwe",2.1,0
,99,"Zambia",1.9,0
,100,"Ghana",1.7,0
,101,"Iceland",1.7,0
,102,"Burma (Myanmar)",1.7,0
,103,"Luxembourg",1.7,0
,104,"Honduras",1.6,0
,105,"Albania",1.6,0
,106,"Macedonia",1.6,0
,107,"Bhutan",1.5,0
,108,"Panama",1.5,0
,109,"Bolivia",1.5,0
,110,"Kenya",1.4,0
,111,"Trinidad and Tobago",1.4,0
,112,"El Salvador",1.3,0
,113,"Cote dIvoire (IvoryCoast)",1.2,0
,114,"Jamaica",1.2,0
,115,"Sudan",1.1,0
,116,"Cyprus",1.1,0
,117,"Yemen",1.1,0
,118,"Tanzania",1,0
,119,"Cameroon",0.9,0
,120,"Nicaragua",0.9,0
,121,"Montenegro",0.9,0
,122,"Angola",0.8,0
,123,"Ethiopia",0.8,0
,124,"Mongolia",0.8,0
,125,"Mauritius",0.8,0
,126,"Brunei",0.8,0
,127,"Laos",0.7,0
,128,"Papua New Guinea",0.7,0
,129,"Nepal",0.6,0
,130,"Malta",0.6,0
,131,"Reunion",0.6,0
,132,"Senegal",0.6,0
,133,"Guam",0.6,0
,134,"Afghanistan",0.5,0
,135,"Bahamas, The",0.5,0
,136,"Macau",0.5,0
,137,"Guadeloupe",0.4,0
,138,"Uganda",0.4,0
,139,"Gabon",0.4,0
,140,"Martinique",0.4,0
,141,"Moldova",0.4,0
,142,"Namibia",0.4,0
,143,"New Caledonia",0.4,0
,144,"Suriname",0.4,0
,145,"Cambodia",0.3,0
,146,"Madagascar",0.3,0
,147,"Guinea",0.3,0
,148,"Guyana",0.3,0
,148,"Virgin Islands,  U.S.",0.3,0
,150,"Mali",0.3,0
,151,"Malawi",0.3,0
,152,"Fiji",0.3,0
,153,"Burkina Faso",0.3,0
,154,"Mauritania",0.3,0
,155,"Netherlands Antilles",0.2,0
,156,"Haiti",0.2,0
,157,"French Guiana",0.2,0
,158,"Barbados",0.2,0
,159,"Congo (Brazzaville)",0.2,0
,160,"Swaziland",0.2,0
,161,"French Polynesia",0.2,0
,162,"Bermuda",0.2,0
,163,"Eritrea",0.2,0
,164,"Togo",0.2,0
,165,"Aruba",0.2,0
,166,"Palestinian Territories",0.1,0
,167,"Greenland",0.1,0
,168,"Niger",0.1,0
,169,"Botswana",0.1,0
,170,"Djibouti",0.1,0
,171,"Cayman Islands",0.1,0
,--,"Faroe Islands",(s),0
,--,"Seychelles",(s),0
,--,"Belize",(s),0
,--,"Lesotho",(s),0
,--,"Cape Verde",(s),0
,--,"Saint Lucia",(s),0
,--,"Benin",(s),0
,--,"Somalia",(s),0
,--,"Maldives",(s),0
,--,"Rwanda",(s),0
,--,"Western Sahara",(s),0
,--,"Equatorial Guinea",(s),0
,--,"Antigua and Barbuda",(s),0
,--,"U.S. Pacific Islands",(s),0
,--,"Saint Kitts and Nevis",(s),0
,--,"Gambia, The",(s),0
,--,"Sierra Leone",(s),0
,--,"American Samoa",(s),0
,--,"Virgin Islands, British",(s),0
,--,"Samoa",(s),0
,--,"Saint Vincent/Grenadines",(s),0
,--,"Turks and Caicos Islands",(s),0
,--,"Central African Republic",(s),0
,--,"Gibraltar",(s),0
,--,"Burundi",(s),0
,--,"Solomon Islands",(s),0
,--,"Grenada",(s),0
,--,"Chad",(s),0
,--,"Saint Pierre and Miquelon",(s),0
,--,"Dominica",(s),0
,--,"Comoros",(s),0
,--,"Guinea-Bissau",(s),0
,--,"Vanuatu",(s),0
,--,"Sao Tome and Principe",(s),0
,--,"Tonga",(s),0
,--,"Falkland Islands (Islas Malvinas)",(s),0
,--,"Cook Islands",(s),0
,--,"Kiribati",(s),0
,--,"Liberia",(s),0
,--,"Montserrat",(s),0
,--,"Nauru",(s),0
,--,"Saint Helena",(s),0
,--,"Niue",(s),0
,--,"Antarctica",0,0
,--,"Timor-Leste (East Timor)",0,0
,--,"Wake Island",0,0
