"Total Electricity Installed Capacity 1990"
"https://www.eia.gov/beta/international/rankings/#?prodact=2-7&cy=1990&pid=2&aid=7&tl_id=7-A&tl_type=a"
"Tue Nov 06 2018 14:20:41 GMT-0700 (Mountain Standard Time)"
"Source: U.S. Energy Information Administration"
"Units: Million Kilowatts"
,Ranking,Country,Value,Percent
,1,"United States",721,28
,2,"Former U.S.S.R.",344,13
,3,"Japan",194,7
,4,"China",138,5
,5,"Canada",104,4
,6,"France",103,4
,7,"India",76,3
,8,"United Kingdom",73,3
,9,"Italy",56,2
,10,"Brazil",51,2
,11,"Spain",43,2
,12,"Australia",38,1
,13,"South Africa",34,1
,14,"Sweden",33,1
,15,"Poland",28,1
,16,"Mexico",28,1
,17,"Norway",27,1
,18,"Romania",22,1
,19,"Former Czechoslovakia",22,1
,20,"Former Yugoslavia",21,1
,21,"Korea, South",20,1
,22,"Saudi Arabia",19,1
,23,"Venezuela",19,1
,24,"Taiwan",18,1
,25,"Iran",18,1
,26,"Netherlands",17,1
,27,"Argentina",17,1
,28,"Switzerland",16,1
,29,"Turkey",16,1
,30,"Austria",14,1
,31,"Belgium",14,1
,32,"Indonesia",13,0
,33,"Finland",12,0
,34,"Egypt",12,0
,35,"Bulgaria",11,0
,36,"Thailand",10,0
,37,"Korea, North",9.5,0
,38,"Iraq",9,0
,39,"Colombia",8.8,0
,40,"Denmark",8.7,0
,41,"Greece",8.5,0
,42,"Hong Kong",8.3,0
,43,"Pakistan",7.7,0
,44,"Kuwait",7.5,0
,45,"Portugal",7.2,0
,46,"Hungary",7.1,0
,47,"New Zealand",6.8,0
,48,"Paraguay",6.5,0
,49,"Philippines",6.3,0
,50,"Nigeria",6,0
,51,"Malaysia",5,0
,52,"United Arab Emirates",4.7,0
,53,"Algeria",4.7,0
,54,"Libya",4.6,0
,55,"Chile",4.4,0
,56,"Puerto Rico",4.2,0
,57,"Peru",4.2,0
,58,"Israel",4.1,0
,59,"Cuba",4,0
,60,"Ireland",3.8,0
,61,"Singapore",3.6,0
,62,"Syria",3.5,0
,63,"Congo (Kinshasa)",2.8,0
,64,"Bangladesh",2.5,0
,65,"Morocco",2.4,0
,66,"Mozambique",2.4,0
,67,"Vietnam",2.2,0
,68,"Zimbabwe",2,0
,69,"Albania",1.9,0
,70,"Zambia",1.7,0
,71,"Uruguay",1.7,0
,72,"Ecuador",1.7,0
,73,"Oman",1.6,0
,74,"Dominican Republic",1.5,0
,75,"Tunisia",1.4,0
,76,"Sri Lanka",1.3,0
,77,"Luxembourg",1.2,0
,78,"Lebanon",1.2,0
,79,"Ghana",1.2,0
,80,"Cote dIvoire (IvoryCoast)",1.2,0
,81,"Trinidad and Tobago",1.2,0
,82,"Qatar",1.1,0
,83,"Burma (Myanmar)",1.1,0
,84,"Jordan",1,0
,85,"Bahrain",1,0
,86,"Panama",1,0
,87,"Mongolia",0.9,0
,88,"Iceland",0.9,0
,89,"Costa Rica",0.9,0
,90,"Kenya",0.8,0
,91,"Guatemala",0.8,0
,92,"Jamaica",0.7,0
,93,"Bolivia",0.7,0
,94,"Cameroon",0.6,0
,95,"Yemen",0.6,0
,96,"Angola",0.6,0
,97,"El Salvador",0.6,0
,98,"Honduras",0.6,0
,99,"Tanzania",0.5,0
,100,"Sudan",0.5,0
,101,"Afghanistan",0.5,0
,102,"Papua New Guinea",0.5,0
,103,"Cyprus",0.5,0
,104,"Ethiopia",0.4,0
,105,"Bahamas, The",0.4,0
,106,"Brunei",0.4,0
,107,"Bhutan",0.4,0
,108,"Nicaragua",0.4,0
,109,"Guadeloupe",0.3,0
,110,"Virgin Islands,  U.S.",0.3,0
,111,"Suriname",0.3,0
,112,"Mauritius",0.3,0
,113,"Gabon",0.3,0
,114,"Nepal",0.3,0
,115,"Martinique",0.3,0
,116,"Laos",0.3,0
,117,"New Caledonia",0.3,0
,118,"Malta",0.3,0
,119,"Namibia",0.2,0
,120,"Senegal",0.2,0
,121,"Reunion",0.2,0
,122,"Guam",0.2,0
,122,"Macau",0.2,0
,124,"Madagascar",0.2,0
,125,"Botswana",0.2,0
,126,"Fiji",0.2,0
,126,"Netherlands Antilles",0.2,0
,128,"Guinea",0.2,0
,129,"Malawi",0.2,0
,130,"Uganda",0.2,0
,131,"Barbados",0.1,0
,131,"Bermuda",0.1,0
,133,"Haiti",0.1,0
,134,"Sierra Leone",0.1,0
,135,"French Guiana",0.1,0
,136,"Swaziland",0.1,0
,137,"Congo (Brazzaville)",0.1,0
,138,"Guyana",0.1,0
,139,"Liberia",0.1,0
,140,"Mauritania",0.1,0
,--,"Togo",(s),0
,--,"Faroe Islands",(s),0
,--,"Aruba",(s),0
,--,"Greenland",(s),0
,--,"Mali",(s),0
,--,"Djibouti",(s),0
,--,"French Polynesia",(s),0
,--,"Cayman Islands",(s),0
,--,"Burkina Faso",(s),0
,--,"Somalia",(s),0
,--,"Niger",(s),0
,--,"Western Sahara",(s),0
,--,"U.S. Pacific Islands",(s),0
,--,"Cambodia",(s),0
,--,"Burundi",(s),0
,--,"Central African Republic",(s),0
,--,"Rwanda",(s),0
,--,"American Samoa",(s),0
,--,"Chad",(s),0
,--,"Seychelles",(s),0
,--,"Gibraltar",(s),0
,--,"Antigua and Barbuda",(s),0
,--,"Saint Pierre and Miquelon",(s),0
,--,"Belize",(s),0
,--,"Saint Lucia",(s),0
,--,"Samoa",(s),0
,--,"Cape Verde",(s),0
,--,"Gambia, The",(s),0
,--,"Benin",(s),0
,--,"Saint Kitts and Nevis",(s),0
,--,"Maldives",(s),0
,--,"Saint Vincent/Grenadines",(s),0
,--,"Virgin Islands, British",(s),0
,--,"Solomon Islands",(s),0
,--,"Guinea-Bissau",(s),0
,--,"Vanuatu",(s),0
,--,"Nauru",(s),0
,--,"Falkland Islands (Islas Malvinas)",(s),0
,--,"Grenada",(s),0
,--,"Dominica",(s),0
,--,"Tonga",(s),0
,--,"Cook Islands",(s),0
,--,"Sao Tome and Principe",(s),0
,--,"Comoros",(s),0
,--,"Equatorial Guinea",(s),0
,--,"Montserrat",(s),0
,--,"Turks and Caicos Islands",(s),0
,--,"Saint Helena",(s),0
,--,"Kiribati",(s),0
,--,"Niue",(s),0
,--,"Antarctica",0,0
,--,"Germany, East",0,0
,--,"Germany, West",0,0
,--,"Lesotho",0,0
,--,"Wake Island",0,0
