"Total Electricity Installed Capacity 1996"
"https://www.eia.gov/beta/international/rankings/#?prodact=2-7&cy=1996&pid=2&aid=7&tl_id=7-A&tl_type=a"
"Tue Nov 06 2018 14:21:16 GMT-0700 (Mountain Standard Time)"
"Source: U.S. Energy Information Administration"
"Units: Million Kilowatts"
,Ranking,Country,Value,Percent
,1,"United States",760,24
,2,"China",238,8
,3,"Japan",234,8
,4,"Russia",207,7
,5,"Canada",114,4
,6,"France",110,4
,7,"Germany",109,4
,8,"India",98,3
,9,"United Kingdom",73,2
,10,"Italy",67,2
,11,"Brazil",59,2
,12,"Ukraine",54,2
,13,"Spain",47,2
,14,"Australia",42,1
,15,"Korea, South",38,1
,16,"Mexico",37,1
,17,"South Africa",37,1
,18,"Sweden",33,1
,19,"Poland",30,1
,20,"Norway",28,1
,21,"Iran",27,1
,22,"Taiwan",24,1
,23,"Romania",24,1
,24,"Turkey",21,1
,25,"Saudi Arabia",21,1
,26,"Venezuela",21,1
,27,"Argentina",21,1
,28,"Netherlands",20,1
,29,"Thailand",19,1
,30,"Kazakhstan",17,1
,31,"Switzerland",17,1
,32,"Indonesia",17,1
,33,"Egypt",17,1
,34,"Czech Republic",15,0
,35,"Austria",15,0
,36,"Belgium",15,0
,37,"Colombia",14,0
,38,"Finland",13,0
,39,"Pakistan",13,0
,40,"Malaysia",13,0
,41,"Bulgaria",12,0
,42,"Uzbekistan",12,0
,43,"Hong Kong",10,0
,44,"Philippines",10,0
,45,"Denmark",10,0
,46,"Former Serbia and Montenegro",9.6,0
,47,"Korea, North",9.5,0
,48,"Portugal",9.2,0
,49,"Greece",9,0
,50,"Israel",7.7,0
,51,"Chile",7.6,0
,52,"Slovakia",7.4,0
,53,"Hungary",7.4,0
,54,"Belarus",7.4,0
,55,"New Zealand",7.3,0
,56,"Paraguay",7.2,0
,57,"Iraq",7.2,0
,58,"Kuwait",7,0
,59,"Algeria",6,0
,60,"Nigeria",5.9,0
,61,"United Arab Emirates",5.5,0
,62,"Singapore",5.3,0
,63,"Azerbaijan",5.2,0
,64,"Lithuania",4.9,0
,65,"Vietnam",4.6,0
,66,"Peru",4.6,0
,67,"Libya",4.6,0
,68,"Syria",4.5,0
