"Total Electricity Installed Capacity 2005"
"https://www.eia.gov/beta/international/rankings/#?prodact=2-7&cy=2005&pid=2&aid=7&tl_id=7-A&tl_type=a"
"Tue Nov 06 2018 14:22:12 GMT-0700 (Mountain Standard Time)"
"Source: U.S. Energy Information Administration"
"Units: Million Kilowatts"
,Ranking,Country,Value,Percent
,85,"Oman",3,0
,86,"Qatar",2.8,0
,87,"Estonia",2.6,0
,88,"Congo (Kinshasa)",2.4,0
,89,"Sri Lanka",2.4,0
,90,"Mozambique",2.4,0
,91,"Guatemala",2.3,0
,92,"Lebanon",2.3,0
,93,"Bahrain",2.3,0
,94,"Latvia",2.2,0
,95,"Zimbabwe",2.1,0
,96,"Uruguay",2.1,0
,97,"Costa Rica",2,0
,98,"Jordan",1.9,0
,99,"Zambia",1.8,0
,100,"Ghana",1.7,0
,101,"Burma (Myanmar)",1.7,0
,102,"Luxembourg",1.7,0
,103,"Panama",1.6,0
,104,"Albania",1.6,0
,105,"Honduras",1.6,0
,106,"Macedonia",1.6,0
,107,"Iceland",1.5,0
,108,"Trinidad and Tobago",1.5,0
,109,"Bolivia",1.4,0
,110,"Kenya",1.4,0
,111,"El Salvador",1.3,0
,112,"Jamaica",1.2,0
,113,"Cote dIvoire (IvoryCoast)",1.2,0
,114,"Cyprus",1.1,0
,115,"Yemen",1.1,0
,116,"Sudan",1,0
,117,"Cameroon",1,0
,118,"Tanzania",1,0
,119,"Nicaragua",0.9,0
,120,"Ethiopia",0.8,0
,121,"Mongolia",0.8,0
,122,"Angola",0.8,0
,123,"Mauritius",0.8,0
,124,"Brunei",0.8,0
,125,"Laos",0.7,0
,126,"Papua New Guinea",0.7,0
,127,"Nepal",0.6,0
,128,"Senegal",0.6,0
,129,"Malta",0.6,0
,130,"Reunion",0.6,0
,131,"Guam",0.6,0
,132,"Afghanistan",0.5,0
,133,"Bahamas, The",0.5,0
,134,"Macau",0.5,0
,135,"Bhutan",0.5,0
,136,"Guadeloupe",0.4,0
,137,"Gabon",0.4,0
,138,"Martinique",0.4,0
,139,"Moldova",0.4,0
,140,"Namibia",0.4,0
,141,"Suriname",0.4,0
,142,"New Caledonia",0.4,0
,143,"Guinea",0.3,0
,144,"Virgin Islands,  U.S.",0.3,0
,145,"Guyana",0.3,0
,145,"Uganda",0.3,0
,147,"Mali",0.3,0
,148,"Malawi",0.3,0
,149,"Madagascar",0.3,0
,150,"Fiji",0.3,0
,151,"Netherlands Antilles",0.2,0
,152,"Haiti",0.2,0
,153,"French Guiana",0.2,0
,153,"Mauritania",0.2,0
,155,"Barbados",0.2,0
,156,"Burkina Faso",0.2,0
,157,"Cambodia",0.2,0
,158,"Congo (Brazzaville)",0.2,0
,159,"Swaziland",0.2,0
,160,"French Polynesia",0.2,0
,161,"Bermuda",0.2,0
,162,"Eritrea",0.2,0
,163,"Aruba",0.2,0
,164,"Palestinian Territories",0.1,0
,165,"Greenland",0.1,0
,166,"Niger",0.1,0
,167,"Botswana",0.1,0
,168,"Djibouti",0.1,0
,169,"Cayman Islands",0.1,0
,--,"Faroe Islands",(s),0
,--,"Seychelles",(s),0
,--,"Belize",(s),0
,--,"Cape Verde",(s),0
,--,"Lesotho",(s),0
,--,"Togo",(s),0
,--,"Saint Lucia",(s),0
,--,"Somalia",(s),0
,--,"Benin",(s),0
,--,"Rwanda",(s),0
,--,"Western Sahara",(s),0
,--,"Equatorial Guinea",(s),0
,--,"Antigua and Barbuda",(s),0
,--,"U.S. Pacific Islands",(s),0
,--,"Maldives",(s),0
,--,"American Samoa",(s),0
,--,"Gambia, The",(s),0
,--,"Saint Kitts and Nevis",(s),0
,--,"Virgin Islands, British",(s),0
,--,"Samoa",(s),0
,--,"Sierra Leone",(s),0
,--,"Central African Republic",(s),0
,--,"Gibraltar",(s),0
,--,"Burundi",(s),0
,--,"Saint Vincent/Grenadines",(s),0
,--,"Solomon Islands",(s),0
,--,"Turks and Caicos Islands",(s),0
,--,"Grenada",(s),0
,--,"Chad",(s),0
,--,"Saint Pierre and Miquelon",(s),0
,--,"Dominica",(s),0
,--,"Comoros",(s),0
,--,"Guinea-Bissau",(s),0
,--,"Vanuatu",(s),0
,--,"Sao Tome and Principe",(s),0
,--,"Tonga",(s),0
,--,"Falkland Islands (Islas Malvinas)",(s),0
,--,"Cook Islands",(s),0
,--,"Montserrat",(s),0
,--,"Kiribati",(s),0
,--,"Nauru",(s),0
,--,"Saint Helena",(s),0
,--,"Liberia",(s),0
,--,"Niue",(s),0
,--,"Antarctica",0,0
,--,"Timor-Leste (East Timor)",0,0
,--,"Wake Island",0,0
