"Total Electricity Installed Capacity 1991"
"https://www.eia.gov/beta/international/rankings/#?prodact=2-7&cy=1991&pid=2&aid=7&tl_id=7-A&tl_type=a"
"Tue Nov 06 2018 14:20:47 GMT-0700 (Mountain Standard Time)"
"Source: U.S. Energy Information Administration"
"Units: Million Kilowatts"
,Ranking,Country,Value,Percent
,1,"United States",725,30
,2,"Japan",198,8
,3,"China",151,6
,4,"Germany",115,5
,5,"Canada",105,4
,6,"France",104,4
,7,"India",79,3
,8,"United Kingdom",70,3
,9,"Italy",57,2
,10,"Brazil",52,2
,11,"Spain",44,2
,12,"Australia",38,2
,13,"South Africa",36,1
,14,"Sweden",33,1
,15,"Mexico",29,1
,16,"Poland",28,1
,17,"Norway",27,1
,18,"Romania",22,1
,19,"Former Czechoslovakia",21,1
,20,"Taiwan",20,1
,21,"Korea, South",20,1
,22,"Saudi Arabia",19,1
,23,"Venezuela",19,1
,24,"Iran",18,1
,25,"Argentina",17,1
,26,"Netherlands",17,1
,27,"Turkey",17,1
,28,"Switzerland",16,1
,29,"Austria",14,1
,30,"Belgium",14,1
,31,"Indonesia",13,1
,32,"Finland",12,0
,33,"Bulgaria",12,0
,34,"Egypt",12,0
,35,"Thailand",11,0
,36,"Colombia",9.6,0
,37,"Korea, North",9.5,0
,38,"Denmark",9.1,0
,39,"Greece",8.9,0
,40,"Hong Kong",8.4,0
,41,"Pakistan",8.3,0
,42,"Portugal",7.3,0
,43,"Hungary",7.1,0
,44,"Kuwait",6.9,0
,45,"Philippines",6.8,0
,46,"New Zealand",6.7,0
,47,"Paraguay",6.5,0
,48,"Malaysia",6.1,0
,49,"Nigeria",6,0
,50,"Iraq",5.8,0
,51,"Algeria",5.4,0
,52,"Chile",5.2,0
,53,"United Arab Emirates",4.7,0
,54,"Libya",4.6,0
,55,"Puerto Rico",4.2,0
,56,"Peru",4.2,0
,57,"Israel",4.1,0
,58,"Cuba",4,0
,59,"Ireland",3.8,0
,60,"Singapore",3.8,0
,61,"Syria",3.6,0
,62,"Congo (Kinshasa)",2.8,0
,63,"Bangladesh",2.7,0
,64,"Morocco",2.5,0
,65,"Mozambique",2.4,0
,66,"Vietnam",2.3,0
,67,"Zimbabwe",2,0
,68,"Albania",1.9,0
,69,"Uruguay",1.7,0
,70,"Zambia",1.7,0
,71,"Ecuador",1.7,0
,72,"Oman",1.5,0
,73,"Dominican Republic",1.5,0
,74,"Sri Lanka",1.4,0
,75,"Tunisia",1.4,0
,76,"Luxembourg",1.2,0
,77,"Lebanon",1.2,0
,78,"Ghana",1.2,0
,79,"Cote dIvoire (IvoryCoast)",1.2,0
,80,"Trinidad and Tobago",1.2,0
,81,"Qatar",1.1,0
,82,"Burma (Myanmar)",1.1,0
,83,"Bahrain",1.1,0
,84,"Jordan",1,0
,85,"Costa Rica",1,0
,86,"Panama",1,0
