"Total Electricity Installed Capacity 1995"
"https://www.eia.gov/beta/international/rankings/#?prodact=2-7&cy=1995&pid=2&aid=7&tl_id=7-A&tl_type=a"
"Tue Nov 06 2018 14:21:10 GMT-0700 (Mountain Standard Time)"
"Source: U.S. Energy Information Administration"
"Units: Million Kilowatts"
,Ranking,Country,Value,Percent
,1,"United States",754,25
,2,"Japan",225,7
,3,"China",219,7
,4,"Russia",209,7
,5,"Canada",113,4
,6,"Germany",111,4
,7,"France",107,4
,8,"India",96,3
,9,"United Kingdom",70,2
,10,"Italy",65,2
,11,"Brazil",57,2
,12,"Ukraine",54,2
,13,"Spain",46,2
,14,"Australia",42,1
,15,"South Africa",38,1
,16,"Mexico",35,1
,17,"Korea, South",33,1
,18,"Sweden",32,1
,19,"Poland",29,1
,20,"Norway",28,1
,21,"Iran",27,1
,22,"Romania",22,1
,23,"Taiwan",22,1
,24,"Turkey",21,1
,25,"Argentina",20,1
,26,"Saudi Arabia",20,1
,27,"Venezuela",19,1
,28,"Kazakhstan",19,1
,29,"Netherlands",18,1
,30,"Thailand",18,1
,31,"Switzerland",17,1
,32,"Indonesia",16,1
,33,"Austria",15,0
,34,"Belgium",15,0
,35,"Czech Republic",14,0
,36,"Finland",13,0
,37,"Egypt",13,0
,38,"Colombia",13,0
,39,"Pakistan",12,0
,40,"Bulgaria",12,0
,41,"Uzbekistan",12,0
,42,"Former Serbia and Montenegro",11,0
,43,"Malaysia",11,0
,44,"Hong Kong",10,0
,45,"Denmark",9.9,0
,46,"Korea, North",9.5,0
,47,"Portugal",9.1,0
,48,"Philippines",8.9,0
,49,"Greece",8.9,0
,50,"New Zealand",7.5,0
,51,"Hungary",7.3,0
,52,"Belarus",7.2,0
,53,"Iraq",7.2,0
,54,"Slovakia",7.1,0
,55,"Kuwait",7,0
,56,"Israel",6.9,0
,57,"Paraguay",6.9,0
,58,"Chile",6.3,0
,59,"Algeria",6,0
,60,"Nigeria",5.9,0
,61,"United Arab Emirates",5.4,0
,62,"Azerbaijan",5.2,0
,63,"Lithuania",4.9,0
,64,"Singapore",4.7,0
,65,"Libya",4.6,0
,66,"Georgia",4.6,0
,67,"Peru",4.6,0
,68,"Tajikistan",4.4,0
,69,"Vietnam",4.4,0
,70,"Puerto Rico",4.4,0
,71,"Syria",4.3,0
,72,"Ireland",4.1,0
,73,"Cuba",4,0
,74,"Turkmenistan",3.9,0
,75,"Morocco",3.8,0
,76,"Croatia",3.6,0
,77,"Kyrgyzstan",3.5,0
,78,"Bangladesh",3.3,0
,79,"Bosnia and Herzegovina",2.8,0
,80,"Armenia",2.8,0
,81,"Estonia",2.7,0
,82,"Congo (Kinshasa)",2.6,0
