"Total Electricity Installed Capacity 1989"
"https://www.eia.gov/beta/international/rankings/#?prodact=2-7&cy=1989&pid=2&aid=7&tl_id=7-A&tl_type=a"
"Tue Nov 06 2018 14:20:36 GMT-0700 (Mountain Standard Time)"
"Source: U.S. Energy Information Administration"
"Units: Million Kilowatts"
,Ranking,Country,Value,Percent
,1,"United States",710,26
,2,"Former U.S.S.R.",342,13
,3,"Japan",186,7
,4,"China",127,5
,5,"France",100,4
,6,"Germany, West",98,4
,7,"Canada",97,4
,8,"United Kingdom",75,3
,9,"India",73,3
,10,"Italy",56,2
,11,"Brazil",50,2
,12,"Spain",44,2
,13,"Australia",35,1
,14,"Sweden",34,1
,15,"South Africa",32,1
,16,"Poland",28,1
,17,"Mexico",27,1
,18,"Norway",27,1
,19,"Germany, East",23,1
,20,"Romania",23,1
,21,"Former Yugoslavia",22,1
,22,"Former Czechoslovakia",21,1
,23,"Korea, South",20,1
,24,"Saudi Arabia",19,1
,25,"Venezuela",19,1
,26,"Taiwan",18,1
,27,"Iran",17,1
,28,"Netherlands",17,1
,29,"Argentina",17,1
,30,"Switzerland",17,1
,31,"Turkey",16,1
,32,"Austria",16,1
,33,"Belgium",14,1
,34,"Indonesia",13,0
,35,"Finland",12,0
,36,"Egypt",11,0
,37,"Bulgaria",11,0
,38,"Iraq",9.8,0
,39,"Korea, North",9.5,0
,40,"Colombia",8.8,0
,41,"Denmark",8.5,0
,42,"Thailand",8.5,0
,43,"Greece",8.3,0
,44,"Pakistan",8.2,0
,45,"Kuwait",7.6,0
,46,"Hong Kong",7.5,0
,47,"Portugal",7.3,0
,48,"Hungary",7.1,0
,49,"New Zealand",6.9,0
,50,"Philippines",6.3,0
,51,"Paraguay",5.8,0
,52,"Malaysia",5,0
,53,"Nigeria",5,0
,54,"United Arab Emirates",4.7,0
,55,"Algeria",4.7,0
,56,"Puerto Rico",4.2,0
,57,"Israel",4.1,0
,58,"Peru",4.1,0
,59,"Libya",4.1,0
,60,"Chile",4.1,0
,61,"Cuba",4,0
,62,"Ireland",3.8,0
,63,"Singapore",3.4,0
,64,"Syria",3.3,0
,65,"Congo (Kinshasa)",2.8,0
,66,"Bangladesh",2.5,0
,67,"Mozambique",2.4,0
,68,"Morocco",2.4,0
,69,"Vietnam",2,0
,70,"Ecuador",1.9,0
,71,"Zambia",1.7,0
,72,"Uruguay",1.7,0
,73,"Zimbabwe",1.6,0
,74,"Oman",1.5,0
,75,"Dominican Republic",1.4,0
,76,"Tunisia",1.4,0
,77,"Sri Lanka",1.3,0
,78,"Luxembourg",1.2,0
,79,"Lebanon",1.2,0
,80,"Ghana",1.2,0
,81,"Cote dIvoire (IvoryCoast)",1.2,0
,82,"Qatar",1.1,0
,83,"Burma (Myanmar)",1.1,0
,84,"Jordan",1,0
,85,"Bahrain",1,0
,86,"Trinidad and Tobago",1,0
,87,"Panama",1,0
,88,"Iceland",0.9,0
,89,"Mongolia",0.9,0
,90,"Costa Rica",0.9,0
,91,"Albania",0.8,0
,92,"Jamaica",0.7,0
,93,"Guatemala",0.7,0
,94,"Kenya",0.7,0
,95,"Yemen",0.6,0
,96,"Bolivia",0.6,0
,97,"Cameroon",0.6,0
,98,"Angola",0.6,0
,99,"El Salvador",0.6,0
,100,"Tanzania",0.5,0
,101,"Sudan",0.5,0
,102,"Afghanistan",0.5,0
,103,"Papua New Guinea",0.5,0
,104,"Cyprus",0.5,0
,105,"Suriname",0.4,0
,106,"Ethiopia",0.4,0
,107,"Bahamas, The",0.4,0
,108,"Brunei",0.4,0
,109,"Honduras",0.4,0
,110,"Nicaragua",0.4,0
,111,"Bhutan",0.4,0
,112,"Virgin Islands,  U.S.",0.3,0
,113,"Guadeloupe",0.3,0
,114,"Gabon",0.3,0
,115,"Mauritius",0.3,0
,116,"Nepal",0.3,0
