"Total Electricity Installed Capacity 2009"
"https://www.eia.gov/beta/international/rankings/#?prodact=2-7&cy=2009&pid=2&aid=7&tl_id=7-A&tl_type=a"
"Tue Nov 06 2018 14:22:41 GMT-0700 (Mountain Standard Time)"
"Source: U.S. Energy Information Administration"
"Units: Million Kilowatts"
,Ranking,Country,Value,Percent
,1,"United States",1025,21
,2,"China",879,18
,3,"Japan",284,6
,4,"Russia",224,5
,5,"India",190,4
,6,"Germany",152,3
,7,"Canada",132,3
,8,"France",119,2
,9,"Brazil",105,2
,10,"Italy",102,2
,11,"Spain",97,2
,12,"United Kingdom",87,2
,13,"Korea, South",81,2
,14,"Mexico",59,1
,15,"Australia",58,1
,16,"Iran",56,1
,17,"Ukraine",54,1
,18,"Taiwan",47,1
,19,"Turkey",45,1
,20,"Saudi Arabia",45,1
,21,"South Africa",44,1
,22,"Sweden",35,1
,23,"Indonesia",35,1
,24,"Poland",33,1
,25,"Argentina",33,1
,26,"Thailand",32,1
,27,"Norway",31,1
,28,"Malaysia",26,1
,29,"Netherlands",26,1
,30,"Venezuela",25,1
,31,"Egypt",25,1
,32,"Pakistan",21,0
,33,"Austria",21,0
,34,"United Arab Emirates",21,0
,35,"Romania",19,0
,36,"Czech Republic",18,0
,37,"Switzerland",18,0
,38,"Belgium",18,0
,39,"Kazakhstan",17,0
,40,"Portugal",17,0
,41,"Vietnam",17,0
,42,"Philippines",16,0
,43,"Chile",16,0
,44,"Finland",15,0
,45,"Iraq",15,0
,46,"Greece",14,0
,47,"Colombia",14,0
,48,"Denmark",13,0
,49,"Hong Kong",13,0
,50,"Kuwait",13,0
,51,"Uzbekistan",12,0
,52,"Israel",12,0
,53,"Algeria",11,0
,54,"Singapore",9.9,0
,55,"Bulgaria",9.6,0
,56,"Korea, North",9.5,0
,57,"New Zealand",9.4,0
,58,"Hungary",8.8,0
,58,"Paraguay",8.8,0
,60,"Nigeria",8.7,0
,61,"Syria",8.3,0
,62,"Belarus",8.1,0
,63,"Peru",8.1,0
,64,"Ireland",7.4,0
,65,"Serbia",7.1,0
,66,"Slovakia",7.1,0
,67,"Libya",6.8,0
,68,"Azerbaijan",6.4,0
,69,"Morocco",6.2,0
,70,"Cuba",6.1,0
,71,"Puerto Rico",5.9,0
,72,"Bangladesh",5.7,0
,73,"Qatar",5.3,0
,74,"Tajikistan",5,0
,75,"Ecuador",4.9,0
,76,"Bosnia and Herzegovina",4.5,0
,77,"Georgia",4.2,0
,78,"Oman",4.2,0
,79,"Croatia",4,0
,80,"Tunisia",3.8,0
,81,"Kyrgyzstan",3.7,0
,82,"Lithuania",3.5,0
,83,"Armenia",3.2,0
,84,"Bahrain",3.2,0
,85,"Slovenia",3.1,0
,86,"Dominican Republic",3,0
,87,"Turkmenistan",2.9,0
,88,"Uruguay",2.8,0
,89,"Guatemala",2.8,0
,90,"Sri Lanka",2.7,0
,91,"Estonia",2.7,0
,92,"Jordan",2.6,0
,93,"Iceland",2.6,0
,94,"Burma (Myanmar)",2.5,0
,95,"Latvia",2.5,0
,96,"Costa Rica",2.5,0
,97,"Congo (Kinshasa)",2.5,0
,98,"Mozambique",2.4,0
,99,"Sudan",2.4,0
,100,"Lebanon",2.3,0
,101,"Zimbabwe",2.2,0
,102,"Ghana",2,0
,103,"Zambia",2,0
,104,"Laos",1.9,0
,105,"Panama",1.8,0
,106,"Trinidad and Tobago",1.8,0
,107,"Luxembourg",1.7,0
,108,"Honduras",1.7,0
,109,"Ethiopia",1.6,0
,110,"Bolivia",1.6,0
,111,"Macedonia",1.6,0
,112,"El Salvador",1.6,0
,113,"Kosovo",1.5,0
,114,"Bhutan",1.5,0
,115,"Angola",1.5,0
,116,"Albania",1.5,0
,117,"Cyprus",1.4,0
,118,"Kenya",1.4,0
,119,"Yemen",1.3,0
,120,"Cote dIvoire (IvoryCoast)",1.2,0
,121,"Jamaica",1.2,0
,122,"Nicaragua",1.1,0
,123,"Tanzania",1.1,0
,124,"Cameroon",1,0
,125,"Montenegro",0.9,0
,126,"Mauritius",0.8,0
,127,"Mongolia",0.8,0
,128,"Brunei",0.8,0
,129,"Papua New Guinea",0.8,0
,130,"Nepal",0.7,0
,131,"Senegal",0.7,0
,132,"Reunion",0.7,0
,133,"Uganda",0.6,0
,134,"Afghanistan",0.6,0
,135,"Malta",0.6,0
,136,"Guam",0.6,0
,137,"New Caledonia",0.5,0
,138,"Moldova",0.5,0
,139,"Bahamas, The",0.5,0
,140,"Macau",0.5,0
,141,"Guadeloupe",0.5,0
,142,"Madagascar",0.4,0
,143,"Martinique",0.4,0
,144,"Gabon",0.4,0
,145,"Namibia",0.4,0
,146,"Guinea",0.4,0
,147,"Suriname",0.4,0
,148,"Guyana",0.4,0
,149,"Cambodia",0.4,0
,150,"Mali",0.4,0
,151,"Virgin Islands,  U.S.",0.3,0
,152,"Malawi",0.3,0
,153,"Fiji",0.3,0
,154,"Aruba",0.3,0
,155,"Mauritania",0.3,0
,156,"Netherlands Antilles",0.3,0
,157,"Burkina Faso",0.3,0
,158,"French Guiana",0.2,0
,159,"Barbados",0.2,0
,160,"Haiti",0.2,0
,161,"Congo (Brazzaville)",0.2,0
,162,"French Polynesia",0.2,0
,163,"Swaziland",0.2,0
,164,"Togo",0.2,0
,165,"Greenland",0.2,0
,166,"Benin",0.2,0
,167,"Bermuda",0.2,0
,168,"Cayman Islands",0.2,0
,169,"Eritrea",0.1,0
,170,"Palestinian Territories",0.1,0
,171,"Belize",0.1,0
,172,"Niger",0.1,0
,173,"Botswana",0.1,0
,174,"Djibouti",0.1,0
,175,"Faroe Islands",0.1,0
,--,"Cape Verde",(s),0
,--,"Seychelles",(s),0
,--,"Lesotho",(s),0
,--,"Somalia",(s),0
,--,"Maldives",(s),0
,--,"Saint Lucia",(s),0
,--,"Gambia, The",(s),0
,--,"Rwanda",(s),0
,--,"Equatorial Guinea",(s),0
,--,"Western Sahara",(s),0
,--,"Burundi",(s),0
,--,"Antigua and Barbuda",(s),0
,--,"Turks and Caicos Islands",(s),0
,--,"U.S. Pacific Islands",(s),0
,--,"Grenada",(s),0
,--,"Saint Vincent/Grenadines",(s),0
,--,"American Samoa",(s),0
,--,"Central African Republic",(s),0
,--,"Saint Kitts and Nevis",(s),0
,--,"Virgin Islands, British",(s),0
,--,"Gibraltar",(s),0
,--,"Samoa",(s),0
,--,"Solomon Islands",(s),0
,--,"Chad",(s),0
,--,"Sierra Leone",(s),0
,--,"Vanuatu",(s),0
,--,"Saint Pierre and Miquelon",(s),0
,--,"Guinea-Bissau",(s),0
,--,"Dominica",(s),0
,--,"Comoros",(s),0
,--,"Sao Tome and Principe",(s),0
,--,"Tonga",(s),0
,--,"Falkland Islands (Islas Malvinas)",(s),0
,--,"Cook Islands",(s),0
,--,"Kiribati",(s),0
,--,"Nauru",(s),0
,--,"Liberia",(s),0
,--,"Montserrat",(s),0
,--,"Saint Helena",(s),0
,--,"Antarctica",(s),0
,--,"Niue",(s),0
,--,"Timor-Leste (East Timor)",0,0
,--,"Wake Island",0,0
